Date,Content,Introvert(I),Extrovert(E),Judging(J),Perceiving(P),Feeling(F),Thinking(T),Sensing(S),Intuition(I),Flesch,Novelty Score,Novelty Ratio,Smog,Kincaid,Coleman,Readability,Dae Chall,Linsear Write,Gunning Fog,ENFJ - The Giver,ENFP - The Champion,ENTJ - The Commander,ENTP - The Debater,ESFJ - The Caregiver,ESFP - The Performer,ESTJ - The Director,ESTP - The Persuader,INFJ - The Advocate,INFP - The Mediator,INTJ - The Architect,INTP - The Thinker,ISFJ - The Protector,ISFP - The Artist,ISTJ - The Inspector,ISTP - The Crafter,agriculture_environment,arts_culture,business_industry,economics_finance,education_language,employment_labour,government_politics,health_safety,indigenous_affairs,information_communications,international_affairs,law_justice,science_technology,social_affairs
2019-03-08,ambiguous meaning,0.999996,3.87743e-06,0.36796,0.63204,0.179402,0.820598,0.962345,0.037655,-6.7,2,100.0,0.0,14.7,15.8,17.3,19.53,1.0,20.8,0.589674,0.00358683,0.0378249,0.0931232,0.00969776,0.0370652,0.0524383,0.0270173,0.0189635,0.0252278,0.0220812,0.039715,0.00447207,0.0240701,0.0107362,0.00430654,0.0491483,0.0372564,0.0138516,0.0439523,0.0412993,0.026325,0.0566575,0.0190976,0.357357,0.082869,0.0138404,0.202863,0.0107312,0.0447512
2019-03-08,axis bank,0.737556,0.262444,7.52078e-05,0.999925,0.902105,0.0978948,0.900648,0.0993524,77.91,2,100.0,0.0,2.9,-7.41,-1.7,11.63,0.0,0.8,0.164608,0.00291732,0.00334741,0.00266273,0.00352176,0.00360271,0.0374722,0.00335902,0.00277985,0.016354,0.00203711,0.0158363,0.00348315,0.00316697,0.00373574,0.731116,0.0131563,0.0174042,0.00701691,0.0572602,0.0120167,0.0151978,0.01936,0.0114682,0.0130218,0.0166676,0.0141943,0.476079,0.0181359,0.309021
2019-03-08,rahul kanwal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.61,2,100.0,0.0,8.8,1.3,5.5,11.63,1.0,20.8,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286
2019-03-08,rahul kanwal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.61,2,100.0,0.0,8.8,1.3,5.5,11.63,1.0,20.8,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286
2019-03-08,heisenberg uncertainty principle,0.5,0.5,0.000838029,0.999162,0.997187,0.00281346,0.0465596,0.95344,-50.02,3,100.0,0.0,21.0,32.43,27.2,19.58,2.5,27.87,0.200825,0.00355848,0.00934055,0.00317263,0.00450919,0.0344666,0.33658,0.0486162,0.003349,0.145274,0.152109,0.00352593,0.00444709,0.00854123,0.0374042,0.00428076,0.15644,0.0219683,0.0247648,0.0297728,0.094851,0.0692547,0.0733048,0.0918231,0.127882,0.0574084,0.0543683,0.0302051,0.083422,0.0845348
2019-03-08,real image and virtual image,0.971648,0.0283525,0.0207412,0.979259,0.719636,0.280364,0.0112917,0.988708,32.56,4,80.0,0.0,10.0,6.12,3.7,10.2,2.5,10.0,0.000659547,0.000731062,0.00093365,0.356146,0.000867216,0.00473681,0.000765274,0.000965104,0.000694008,0.000711924,0.00103523,0.370303,0.250027,0.00675007,0.000985082,0.00368878,0.0166511,0.0893021,0.0746903,0.0221874,0.00884349,0.0515608,0.243492,0.0285184,0.0140575,0.140898,0.0230987,0.0228308,0.186667,0.0772029
2019-03-08,ibm mit,0.5,0.5,0.000107547,0.999892,0.999901,9.94754e-05,0.5,0.5,120.21,2,100.0,0.0,-3.1,-13.21,-6.4,0.1,0.0,0.8,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.00143719,0.0020045,0.0123469,0.000778774,0.00191904,0.00182519,0.000761474,0.00143086,0.0016936,0.436397,0.00154202,0.00107457,0.535557,0.00123151
2019-03-08,buzzware psychopath,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.61,2,100.0,0.0,8.8,21.6,22.0,19.53,0.0,0.8,8.48008e-05,0.000130636,0.000185152,0.000157504,4.62885e-05,0.000147673,0.000158445,0.998099,0.00022102,8.86785e-05,0.000113368,0.000175705,0.0001112,9.69498e-05,4.90516e-05,0.000134061,0.0251904,0.00614279,0.0187485,0.0246373,0.00594255,0.0959611,0.0321276,0.515574,0.0474084,0.00576219,0.0414936,0.0832306,0.0313774,0.0664036
2019-03-08,truth bias,0.997089,0.00291111,1.08985e-05,0.999989,0.00538883,0.994611,8.13118e-05,0.999919,120.21,2,100.0,0.0,-3.1,-4.51,0.8,0.1,0.0,0.8,0.017782,0.0216051,0.0176917,0.132984,0.0239459,0.0248245,0.260548,0.0264385,0.0170489,0.10029,0.0888422,0.199512,0.0078829,0.0163156,0.0263461,0.0179437,0.0161394,0.034194,0.00586735,0.0363717,0.0230343,0.00642675,0.0802661,0.0426,0.3896,0.0206195,0.0683136,0.0535162,0.0831315,0.139919
2019-03-08,jail porn,4.9704e-05,0.99995,0.999959,4.12171e-05,0.995065,0.00493481,0.000640579,0.999359,120.21,2,100.0,0.0,-3.1,-7.41,-1.7,0.1,0.0,0.8,3.36878e-06,3.40649e-06,3.72469e-06,0.999946,3.84941e-06,3.90656e-06,3.72856e-06,3.73306e-06,3.30127e-06,3.44348e-06,2.69632e-06,3.39034e-06,3.82199e-06,3.5931e-06,3.99948e-06,3.74758e-06,0.238977,0.00631406,0.00530192,0.00638365,0.00602675,0.00571233,0.00722815,0.0271576,0.00527363,0.0266681,0.451584,0.161708,0.0212687,0.0303958
2019-03-08,jail,0.0017592,0.998241,0.999593,0.000406893,0.802431,0.197569,0.000640579,0.999359,121.22,1,100.0,0.0,-3.5,-22.21,-2.2,0.05,-0.5,0.4,3.36878e-06,3.40649e-06,3.72469e-06,0.999946,3.84941e-06,3.90656e-06,3.72856e-06,3.73306e-06,3.30127e-06,3.44348e-06,2.69632e-06,3.39034e-06,3.82199e-06,3.5931e-06,3.99948e-06,3.74758e-06,0.0460259,0.0147433,0.0232519,0.0305447,0.0142665,0.0137369,0.0370314,0.149733,0.0129835,0.120529,0.101895,0.154126,0.0844981,0.196634
2019-03-07,par,0.997595,0.00240488,0.998457,0.00154341,0.997769,0.00223125,0.5,0.5,121.22,1,100.0,0.0,-3.5,-28.01,-6.9,0.05,-0.5,0.4,0.0109892,0.0111216,0.012244,0.0104336,0.0126864,0.0128895,0.0122577,0.0122736,0.0107525,0.31921,0.214846,0.310383,0.012589,0.0117787,0.0132203,0.0123251,0.0567211,0.00949794,0.0317971,0.0950374,0.0569735,0.00884498,0.0483677,0.0355079,0.0999932,0.0620362,0.0467766,0.193267,0.0719936,0.183186
2019-03-07,facebook achin tyagi,0.422313,0.577687,0.29312,0.70688,0.99973,0.000270048,0.5,0.5,59.97,3,100.0,0.0,5.6,9.23,8.3,14.31,0.5,1.2,2.3734e-06,3.20526e-07,3.70321e-07,2.9124e-07,3.90613e-07,4.00054e-07,1.04252e-06,3.7167e-07,4.14229e-06,3.30898e-06,0.999985,3.18077e-07,3.86115e-07,3.49383e-07,4.15596e-07,3.74014e-07,0.0579349,0.0853265,0.155989,0.046755,0.0660421,0.0960892,0.0746971,0.0423901,0.0510623,0.111384,0.0726665,0.00861099,0.0736401,0.0574117
2019-03-07,arq angel broking,0.5,0.5,0.999895,0.000105191,0.999846,0.000154,0.997802,0.00219773,93.81,3,100.0,0.0,0.9,3.43,3.6,0.15,0.5,1.2,0.00398399,0.00403102,0.00442923,0.405761,0.00458594,0.00465785,0.0044341,0.00443975,0.00389987,0.0040772,0.00315114,0.00401088,0.00455146,0.00426428,0.00477492,0.534947,7.75732e-06,9.6457e-06,5.23056e-06,0.999901,9.3748e-06,9.07224e-06,5.10752e-06,7.73488e-06,8.63855e-06,9.12949e-06,8.12382e-06,2.37178e-06,9.41171e-06,7.00939e-06
2019-03-07,arq angel broking,0.5,0.5,0.999895,0.000105191,0.999846,0.000154,0.997802,0.00219773,93.81,3,100.0,0.0,0.9,3.43,3.6,0.15,0.5,1.2,0.00398399,0.00403102,0.00442923,0.405761,0.00458594,0.00465785,0.0044341,0.00443975,0.00389987,0.0040772,0.00315114,0.00401088,0.00455146,0.00426428,0.00477492,0.534947,7.75732e-06,9.6457e-06,5.23056e-06,0.999901,9.3748e-06,9.07224e-06,5.10752e-06,7.73488e-06,8.63855e-06,9.12949e-06,8.12382e-06,2.37178e-06,9.41171e-06,7.00939e-06
2019-03-07,arq,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,121.22,1,100.0,0.0,-3.5,-28.01,-6.9,0.05,-0.5,0.4,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286
2019-03-06,slots in rasa core,0.998577,0.00142347,0.285529,0.714471,0.18106,0.81894,0.0268463,0.973154,118.18,4,100.0,0.0,-2.3,-1.46,-1.9,0.2,1.0,1.6,0.999892,3.32437e-06,4.12636e-06,1.01231e-05,4.01358e-06,3.94161e-06,1.43254e-05,3.81333e-06,9.19972e-06,6.65601e-06,1.33466e-05,7.99128e-06,8.38224e-06,3.43751e-06,1.109e-05,3.9305e-06,0.010731,0.00650259,0.376519,0.107389,0.0202287,0.0190094,0.163487,0.216803,0.0169782,0.0149039,0.0153275,0.0046396,0.0135335,0.0139489
2019-03-06,datetime.datetime has no attribute datetime,0.977061,0.0229387,0.0314877,0.968512,0.960805,0.0391947,0.266769,0.733231,32.56,5,100.0,0.0,10.0,22.36,17.8,10.2,2.5,2.0,0.00913476,0.0362702,0.0107359,0.00855623,0.0280201,0.0108572,0.0232981,0.00977028,0.0204303,0.213319,0.452432,0.0206423,0.0103981,0.0233261,0.0304006,0.092409,0.0221484,0.0136922,0.0185853,0.0321881,0.0120704,0.0356994,0.0295763,0.243443,0.0311771,0.0372202,0.0293301,0.422878,0.0366631,0.0353288
2019-03-06,dinosaur,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.62,1,100.0,0.0,8.4,1.0,16.8,19.48,-0.5,0.4,2.59389e-10,2.63706e-10,3.0107e-10,2.41486e-10,3.16159e-10,3.23154e-10,3.01535e-10,3.02075e-10,2.51718e-10,2.67965e-10,1.86501e-10,1.0,3.1282e-10,2.8542e-10,3.34635e-10,3.03821e-10,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286
2019-03-05,who can claim to have studied from harvard linguistics department,0.96749,0.0325103,0.0115598,0.98844,0.17218,0.82782,0.0392281,0.960772,61.33,10,100.0,0.0,7.2,13.72,9.9,10.45,6.0,12.0,0.0423172,0.0334086,0.0193538,0.00779861,0.00362741,0.00441069,0.0018052,0.0111207,0.437293,0.0323956,0.3645,0.0276047,0.0023662,0.00542261,0.00356316,0.00301227,0.032454,0.00904672,0.0152242,0.0161105,0.0615798,0.0725457,0.137578,0.0321166,0.0532459,0.0849371,0.122196,0.0387723,0.0212717,0.302922
2019-03-05,ubs airoli mindspace,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,119.19,3,100.0,0.0,-2.7,9.23,8.3,0.15,0.5,1.2,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286
2019-03-05,she moves it like that,0.966553,0.0334475,0.992635,0.00736546,0.0308714,0.969129,0.53531,0.46469,117.16,5,100.0,0.0,-1.9,-0.85,-2.1,0.25,1.5,2.0,0.00314249,0.00173473,0.00169336,0.00432031,0.00232415,0.00357403,0.00149547,0.00215651,0.00312558,0.00124705,0.00792773,0.954262,0.00276203,0.00183412,0.00386092,0.00453993,0.115933,0.0264204,0.0225503,0.0200017,0.0226865,0.0448162,0.0690998,0.249237,0.156116,0.0538709,0.0419222,0.0789711,0.0563574,0.0420172
2019-03-05,python how to sort list of list,0.813456,0.186544,0.28053,0.71947,0.613605,0.386395,0.846707,0.153293,115.13,6,85.71428571428571,0.0,-1.2,0.76,-1.2,0.35,2.5,2.8,0.00110325,0.00814126,0.00144645,0.00584098,0.00444503,0.013354,0.00651152,0.00147256,0.0113508,0.00329982,0.920407,0.00466647,0.00624183,0.00257728,0.00739567,0.00174589,0.879678,0.00505978,0.00164681,0.0107094,0.00611817,0.0151042,0.0239698,0.008074,0.0118918,0.013305,0.00509209,0.00309221,0.00603386,0.0102252
2019-03-05,decreasing order of python list,0.966314,0.0336858,0.0074439,0.992556,0.943669,0.0563311,0.609889,0.390111,66.4,5,100.0,0.0,5.2,9.6,6.5,7.04,2.5,10.0,4.40295e-06,7.9222e-06,1.41404e-05,3.65714e-05,1.09791e-05,1.11137e-05,1.68636e-05,4.76572e-06,2.79638e-05,8.4319e-06,0.997645,2.91438e-05,2.96963e-05,7.8124e-06,0.00214026,5.25274e-06,0.119614,0.0567965,0.445535,0.0609606,0.0214691,0.0533653,0.0375625,0.0251307,0.0377032,0.0240914,0.0234981,0.0221337,0.0226436,0.0494964
2019-03-05,decreasing order of dictionary keys,0.999812,0.000188195,0.0192871,0.980713,0.517039,0.482961,0.888473,0.111527,32.56,5,100.0,0.0,10.0,14.24,10.3,10.2,3.5,18.0,0.00149228,0.00130039,0.00526499,0.00927799,0.00185582,0.0051966,0.013605,0.00412902,0.00455984,0.00157277,0.0196825,0.0131597,0.00518557,0.00160581,0.910442,0.00166916,0.124919,0.0194995,0.47231,0.0474745,0.00783849,0.0999345,0.0230915,0.0186856,0.0117242,0.0377168,0.00643743,0.0507932,0.0462517,0.0333235
2019-03-04,harvard 2 careers,0.437918,0.562082,0.0238897,0.97611,0.0422071,0.957793,0.00785925,0.992141,59.97,3,100.0,0.0,5.6,3.43,3.6,14.31,0.5,1.2,0.0397413,0.0171223,0.0812929,0.0751959,0.00911926,0.0169196,0.00711193,0.369442,0.0735238,0.00775883,0.0449221,0.162572,0.0298068,0.0232824,0.0138776,0.0283116,0.00288944,0.0136706,0.0092016,0.00663437,0.010083,0.0512693,0.0176157,0.0221214,0.00751634,0.227047,0.371626,0.105489,0.0293645,0.125472
2019-03-04,harvard minimum of careers,0.66612,0.33388,0.00504107,0.994959,0.0958745,0.904125,0.107788,0.892212,33.58,4,100.0,0.0,9.6,10.15,7.7,15.68,2.0,11.6,0.0039015,0.00199445,0.00818242,0.643755,0.00156355,0.00283711,0.00155425,0.105832,0.0404006,0.00128703,0.0234768,0.0111968,0.00338814,0.00280842,0.145257,0.00256488,0.00211623,0.00615197,0.00408729,0.00917345,0.00685471,0.0252842,0.013993,0.022622,0.00473186,0.0720687,0.215118,0.525337,0.010518,0.0819436
2019-03-04,harvard minimum of 2 careers,0.577345,0.422655,0.0149711,0.985029,0.146389,0.853611,0.438667,0.561333,49.48,5,100.0,0.0,7.6,6.12,3.7,13.36,2.5,10.0,0.00950696,0.00522591,0.0174655,0.0142075,0.00357483,0.00581881,0.00311051,0.326279,0.0865075,0.00304623,0.0496347,0.0273472,0.0087206,0.0067624,0.424633,0.00815908,0.00408246,0.010962,0.00937099,0.00819195,0.0121761,0.0462777,0.0151581,0.0247715,0.00886235,0.126056,0.394417,0.225154,0.0185978,0.0959216
2019-03-04,harvard says minimum of 2 careers,0.517069,0.482931,0.012818,0.987182,0.0879306,0.912069,0.23914,0.76086,56.93,6,100.0,0.0,6.8,6.25,3.6,11.83,3.0,9.07,0.02255,0.0116485,0.0229176,0.025086,0.0065865,0.00964806,0.00645584,0.345192,0.120002,0.00428489,0.0630595,0.0323263,0.017121,0.0112305,0.290506,0.011385,0.00420224,0.0118002,0.0084285,0.00739139,0.0121769,0.0243953,0.0156192,0.0277107,0.00503884,0.143288,0.417507,0.198733,0.0222403,0.101468
2019-03-04,who is Jackie,0.783557,0.216443,0.970018,0.029982,0.446045,0.553955,0.91594,0.0840598,93.81,3,100.0,0.0,0.9,-4.29,-2.7,9.05,0.5,1.2,0.080694,0.0823054,0.0761096,0.0860467,0.0230995,0.0586981,0.0556203,0.0541332,0.0692838,0.0668654,0.0772706,0.0843696,0.0208722,0.0547893,0.0606068,0.0492354,0.0197762,0.0255339,0.00831444,0.0224155,0.0252419,0.0282414,0.0207661,0.0301448,0.0229152,0.0225372,0.0238714,0.336821,0.026738,0.386683
2019-03-04,safar ka hi tha main,0.0201954,0.979805,0.622347,0.377653,0.97471,0.0252901,0.999261,0.000738611,100.24,5,100.0,0.0,0.5,-3.17,-4.0,7.04,1.5,2.0,0.0542408,0.0558624,0.0195558,0.0626678,0.0552167,0.0240286,0.0196033,0.178731,0.122812,0.116225,0.0487483,0.0610601,0.0207866,0.0990527,0.0255136,0.0358959,0.0260262,0.0295785,0.0533291,0.0218714,0.0298188,0.0309682,0.0225424,0.0250403,0.0257206,0.0298618,0.0282974,0.098206,0.0298615,0.548878
2019-03-03,jeff bezos,0.0017592,0.998241,0.29312,0.70688,0.99973,0.000270048,0.5,0.5,77.91,2,100.0,0.0,2.9,-4.51,0.8,11.63,0.0,0.8,2.07716e-08,2.11012e-08,2.39417e-08,1.9402e-08,2.50833e-08,2.56115e-08,2.39769e-08,2.40178e-08,2.01854e-08,2.1426e-08,1.0,2.09599e-08,2.48309e-08,2.27543e-08,2.64773e-08,2.41501e-08,0.013985,0.0177634,0.00909517,0.00900673,0.0172156,0.016606,0.00886268,0.244269,0.0157363,0.0167211,0.0147107,0.396503,0.0172901,0.202236
2019-03-03,inorbit malad spa,0.00021133,0.999789,0.998457,0.00154341,0.997769,0.00223125,0.997802,0.00219773,34.59,3,100.0,0.0,9.2,3.43,3.6,14.31,1.5,14.53,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286
2019-03-03,threat to elections mark zuckerberg,0.999563,0.000437302,0.00741685,0.992583,0.0429646,0.957035,0.432982,0.567018,83.32,5,100.0,0.0,2.9,14.24,10.3,10.2,1.5,2.0,4.17298e-06,1.14492e-05,2.41704e-06,1.83131e-06,2.68862e-06,2.68598e-06,3.22122e-05,1.90268e-05,1.88894e-06,2.11247e-06,0.999891,5.55125e-06,2.66137e-06,5.71999e-06,7.67417e-06,6.91659e-06,0.00704403,0.00473618,0.00164533,0.00193876,0.000421738,0.00951245,0.159396,0.0038802,0.00626979,0.356257,0.0118456,0.00199498,0.422584,0.012474
